measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Tobacco,Percent,HM,0.071512995,0.096999646,0.044634186
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Tobacco,Rate,HM,19.69917701,26.66165417,12.1402596
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Alcohol use,Number,HM,256246.6386,303415.667,210035.9695
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Alcohol use,Percent,HM,0.080860314,0.095906663,0.066412017
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Alcohol use,Rate,HM,22.2739595,26.37407583,18.2571475
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Metabolic risks,Number,HM,229297.6635,426773.9438,82235.48105
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Metabolic risks,Percent,HM,0.072357779,0.13565293,0.025833704
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Metabolic risks,Rate,HM,19.93144924,37.09685946,7.148229473
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Dietary risks,Number,HM,135867.6533,180237.6869,65975.91675
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Dietary risks,Percent,HM,0.042874114,0.056569091,0.020723371
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Dietary risks,Rate,HM,11.81014754,15.6669643,5.734884585
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Low physical activity,Number,HM,29841.46124,51223.95891,14716.17823
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Low physical activity,Percent,HM,0.009414892,0.016406481,0.004687101
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Low physical activity,Rate,HM,2.593936462,4.452586745,1.279187737
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Tobacco,Number,LM,75829.98391,117253.8929,32378.50565
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Tobacco,Percent,LM,0.046889131,0.070814377,0.020528205
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Tobacco,Rate,LM,6.712709105,10.37968405,2.86624734
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Alcohol use,Number,LM,22508.77668,27763.52429,17428.59366
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Alcohol use,Percent,LM,0.013931813,0.017003068,0.010870833
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Alcohol use,Rate,LM,1.992547833,2.457714649,1.542834026
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Metabolic risks,Number,LM,63290.433,140788.8431,14630.92283
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Metabolic risks,Percent,LM,0.039027447,0.086233416,0.009267995
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Metabolic risks,Rate,LM,5.602668548,12.46307199,1.295175389
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Dietary risks,Number,LM,22105.66849,30186.25786,7771.903541
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Dietary risks,Percent,LM,0.013668335,0.0180418,0.004828413
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Dietary risks,Rate,LM,1.956863426,2.672182658,0.68799339
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Low physical activity,Number,LM,12470.86412,22019.13096,6738.650701
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Low physical activity,Percent,LM,0.007710151,0.013184732,0.004164624
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Low physical activity,Rate,LM,1.103960186,1.949202852,0.596526593
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Tobacco,Number,M,128312.9543,200278.8707,53885.56151
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Tobacco,Percent,M,0.051194309,0.07772945,0.021545535
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Tobacco,Rate,M,7.474152293,11.66612357,3.138801498
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Alcohol use,Number,M,59636.6894,72941.51041,46517.73854
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Alcohol use,Percent,M,0.023806372,0.029028504,0.01847919
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Alcohol use,Rate,M,3.473801233,4.248799042,2.709630248
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Metabolic risks,Number,M,142397.8865,284830.4709,44176.26539
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Metabolic risks,Percent,M,0.056777845,0.112176546,0.018104082
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Metabolic risks,Rate,M,8.29459111,16.59120335,2.573240847
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Tobacco,Number,H,355929.831,447227.9423,257661.3744
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Tobacco,Percent,H,0.095833529,0.11913116,0.070105077
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Tobacco,Rate,H,43.29980743,54.40646468,31.3451892
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Alcohol use,Number,H,487536.1168,578177.1912,404027.5018
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Alcohol use,Percent,H,0.131270903,0.155528817,0.108766622
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Alcohol use,Rate,H,59.31006097,70.33678793,49.15101659
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Metabolic risks,Number,H,292452.9411,559157.5021,90175.42955
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Metabolic risks,Percent,H,0.078781706,0.151374933,0.024435762
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Metabolic risks,Rate,H,35.57767551,68.02299234,10.97008004
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Dietary risks,Number,H,186200.1996,248853.6251,94485.43049
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Dietary risks,Percent,H,0.050149641,0.066906801,0.025385319
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Dietary risks,Rate,H,22.65174786,30.27370315,11.49440308
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Low physical activity,Number,H,45404.18002,88691.18402,17198.6314
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Low physical activity,Percent,H,0.012227934,0.024001871,0.004629614
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Low physical activity,Rate,H,5.523538856,10.78951764,2.092259099
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Dietary risks,Number,M,56094.78842,76841.75694,19522.87877
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Dietary risks,Percent,M,0.022381885,0.02975704,0.007719242
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Dietary risks,Rate,M,3.267487635,4.475986053,1.137195928
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Low physical activity,Number,M,17931.87146,32033.95421,9949.548034
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Low physical activity,Percent,M,0.007155968,0.012417995,0.003910103
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Low physical activity,Rate,M,1.044520711,1.865958536,0.579555179
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Tobacco,Number,G,829237.6213,1113899.136,531177.4975
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Tobacco,Percent,G,0.067927745,0.091034288,0.043464823
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Tobacco,Rate,G,15.03739629,20.19944863,9.632373549
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Alcohol use,Number,G,871038.4651,1032672.164,716859.8176
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Alcohol use,Percent,G,0.071359064,0.084356174,0.05852299
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Alcohol use,Rate,G,15.79541285,18.72647859,12.99953702
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Metabolic risks,Number,G,778340.0763,1504439.94,263032.2798
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Metabolic risks,Percent,G,0.063761728,0.122142283,0.02160763
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Tobacco,Number,L,21225.22949,33451.78153,9136.654627
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Tobacco,Percent,L,0.031836725,0.048895924,0.014025683
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Tobacco,Rate,L,4.018861105,6.333880334,1.729966968
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Alcohol use,Number,L,21955.78934,27836.89451,16345.04327
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Alcohol use,Percent,L,0.032991252,0.040757181,0.02573657
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Alcohol use,Rate,L,4.157187927,5.27073748,3.094829136
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Metabolic risks,Number,L,19610.98586,47052.41267,1199.624056
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Metabolic risks,Percent,L,0.029359319,0.069147307,0.001745496
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Metabolic risks,Rate,L,3.713214423,8.909072632,0.227141123
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Dietary risks,Number,L,9416.973206,13368.0304,2534.139939
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Dietary risks,Percent,L,0.014124273,0.018651502,0.003790683
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Dietary risks,Rate,L,1.783043493,2.531150838,0.479823148
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Low physical activity,Number,L,4210.865104,7595.692784,2348.519965
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Low physical activity,Percent,L,0.006316651,0.01118798,0.003611726
DALYs (Disability-Adjusted Life Years),1990,Both,All ages,Low physical activity,Rate,L,0.797300307,1.438195724,0.444677196
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Tobacco,Number,G,817786.8547,1094239.669,529996.6508
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Tobacco,Percent,G,0.068626513,0.091978497,0.043843813
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Tobacco,Rate,G,15.05291029,20.14154602,9.755588502
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Alcohol use,Number,G,859210.5071,1019823.095,708890.6178
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Alcohol use,Percent,G,0.072113985,0.085567877,0.05933874
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Alcohol use,Rate,G,15.81539078,18.77176855,13.04846955
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Metabolic risks,Number,G,762734.8924,1476164.02,260889.0681
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Metabolic risks,Percent,G,0.063995059,0.122923682,0.021509448
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Metabolic risks,Rate,G,14.03957503,27.17158443,4.802155616
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Dietary risks,Number,G,416636.3762,553158.5021,204586.4293
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Dietary risks,Percent,G,0.034967787,0.046059548,0.017178339
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Dietary risks,Rate,G,7.66897873,10.18192609,3.765799301
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Low physical activity,Number,G,111370.3986,201880.5273,54095.77433
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Low physical activity,Percent,G,0.009349826,0.01669773,0.004519399
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Low physical activity,Rate,G,2.049982351,3.715992069,0.99573481
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Metabolic risks,Rate,G,14.11442013,27.28151616,4.769827763
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Dietary risks,Number,G,424283.6008,559955.9515,206707.5153
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Dietary risks,Percent,G,0.034760371,0.04571095,0.017120719
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Dietary risks,Rate,G,7.693959464,10.15424208,3.748434397
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Low physical activity,Number,G,113766.9077,203752.9787,54986.99295
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Low physical activity,Percent,G,0.009318944,0.016512585,0.004554179
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Low physical activity,Rate,G,2.063049278,3.694856827,0.997134214
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Tobacco,Number,L,21844.68423,34608.46877,9373.187609
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Tobacco,Percent,L,0.031893282,0.048681542,0.013948745
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Tobacco,Rate,L,4.030366622,6.385297947,1.729362717
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Alcohol use,Number,L,22519.42652,28835.5584,16868.86385
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Alcohol use,Percent,L,0.032925072,0.040832688,0.025761418
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Alcohol use,Rate,L,4.154857266,5.32019007,3.112322664
DALYs (Disability-Adjusted Life Years),1994,Both,All ages,Tobacco,Number,G,863003.9917,1161456.157,550419.9866
DALYs (Disability-Adjusted Life Years),1994,Both,All ages,Tobacco,Percent,G,0.066595769,0.089263587,0.042297349
DALYs (Disability-Adjusted Life Years),1994,Both,All ages,Tobacco,Rate,G,15.20669055,20.46561145,9.69875747
DALYs (Disability-Adjusted Life Years),1994,Both,All ages,Alcohol use,Number,G,913247.6145,1085641.214,752168.82
DALYs (Disability-Adjusted Life Years),1994,Both,All ages,Alcohol use,Percent,G,0.070474104,0.083497749,0.058317396
DALYs (Disability-Adjusted Life Years),1994,Both,All ages,Alcohol use,Rate,G,16.0920158,19.12970294,13.25370288
DALYs (Disability-Adjusted Life Years),1994,Both,All ages,Metabolic risks,Number,G,815806.7772,1579133.369,262509.4534
DALYs (Disability-Adjusted Life Years),1994,Both,All ages,Metabolic risks,Percent,G,0.062937732,0.122022211,0.020480493
DALYs (Disability-Adjusted Life Years),1994,Both,All ages,Metabolic risks,Rate,G,14.375045,27.82535505,4.625586977
DALYs (Disability-Adjusted Life Years),1994,Both,All ages,Dietary risks,Number,G,448794.523,594330.3704,217160.2122
DALYs (Disability-Adjusted Life Years),1994,Both,All ages,Dietary risks,Percent,G,0.03463149,0.045524806,0.016845695
DALYs (Disability-Adjusted Life Years),1994,Both,All ages,Dietary risks,Rate,G,7.90805083,10.47248694,3.826503908
DALYs (Disability-Adjusted Life Years),1994,Both,All ages,Low physical activity,Number,G,120281.6398,212352.9386,59138.71991
DALYs (Disability-Adjusted Life Years),1994,Both,All ages,Low physical activity,Percent,G,0.009280925,0.016200536,0.00454091
DALYs (Disability-Adjusted Life Years),1994,Both,All ages,Low physical activity,Rate,G,2.119440574,3.741796628,1.042062635
DALYs (Disability-Adjusted Life Years),1993,Both,All ages,Tobacco,Number,G,848675.755,1141946.958,541546.524
DALYs (Disability-Adjusted Life Years),1993,Both,All ages,Tobacco,Percent,G,0.067308881,0.09021594,0.043305304
DALYs (Disability-Adjusted Life Years),1993,Both,All ages,Tobacco,Rate,G,15.16856182,20.41026024,9.679175915
DALYs (Disability-Adjusted Life Years),1993,Both,All ages,Alcohol use,Number,G,896557.669,1066557.033,738284.9259
DALYs (Disability-Adjusted Life Years),1993,Both,All ages,Alcohol use,Percent,G,0.071119041,0.084427943,0.058869502
DALYs (Disability-Adjusted Life Years),1993,Both,All ages,Alcohol use,Rate,G,16.02436543,19.06280013,13.19552311
DALYs (Disability-Adjusted Life Years),1993,Both,All ages,Metabolic risks,Number,G,802480.0587,1541532.1,266288.6171
DALYs (Disability-Adjusted Life Years),1993,Both,All ages,Metabolic risks,Percent,G,0.063644079,0.12272347,0.021189585
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Tobacco,Number,HM,230867.5858,313887.5696,144070.6282
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Tobacco,Percent,HM,0.071189213,0.096494037,0.044195239
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Tobacco,Rate,HM,19.86293022,27.00563992,12.39526469
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Alcohol use,Number,HM,261281.4156,310016.3206,214392.2311
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Alcohol use,Percent,HM,0.080585699,0.095634914,0.065769013
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Alcohol use,Rate,HM,22.47961535,26.67257303,18.44545613
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Metabolic risks,Number,HM,236357.7693,443427.2025,84696.63517
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Metabolic risks,Percent,HM,0.072898215,0.136541392,0.026062094
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Metabolic risks,Rate,HM,20.33528379,38.15071548,7.286962126
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Dietary risks,Number,HM,139056.5974,184201.5769,67161.8548
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Dietary risks,Percent,HM,0.042889277,0.05655044,0.020838415
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Dietary risks,Rate,HM,11.96387739,15.84797214,5.778339261
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Low physical activity,Number,HM,30369.27531,52116.78849,15070.69637
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Low physical activity,Percent,HM,0.009368559,0.01603133,0.004696363
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Low physical activity,Rate,HM,2.612851839,4.483921505,1.296622864
DALYs (Disability-Adjusted Life Years),1995,Both,All ages,Tobacco,Number,G,872379.8791,1174928.97,550994.5467
DALYs (Disability-Adjusted Life Years),1995,Both,All ages,Tobacco,Percent,G,0.066026326,0.08867861,0.042046395
DALYs (Disability-Adjusted Life Years),1995,Both,All ages,Tobacco,Rate,G,15.1577988,20.41465806,9.573655561
DALYs (Disability-Adjusted Life Years),1995,Both,All ages,Alcohol use,Number,G,921166.0471,1097951.162,760364.3594
DALYs (Disability-Adjusted Life Years),1995,Both,All ages,Alcohol use,Percent,G,0.069731236,0.082585846,0.057706507
DALYs (Disability-Adjusted Life Years),1995,Both,All ages,Alcohol use,Rate,G,16.00546957,19.07715114,13.21150368
DALYs (Disability-Adjusted Life Years),1995,Both,All ages,Metabolic risks,Number,G,828212.5409,1594499.733,269802.6565
DALYs (Disability-Adjusted Life Years),1995,Both,All ages,Metabolic risks,Percent,G,0.062691321,0.121646841,0.020317484
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Tobacco,Number,H,354784.0194,445412.9538,256787.499
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Tobacco,Percent,H,0.094822541,0.117748223,0.069467674
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Tobacco,Rate,H,42.81347987,53.75010567,30.98777234
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Alcohol use,Number,H,489771.5349,579003.5214,406035.756
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Alcohol use,Percent,H,0.130905489,0.155015738,0.10859218
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Alcohol use,Rate,H,59.10306723,69.87111667,48.9982714
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Metabolic risks,Number,H,290619.4278,554859.735,87927.05743
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Metabolic risks,Percent,H,0.077712708,0.149538249,0.023517747
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Metabolic risks,Rate,H,35.07043255,66.9575708,10.61057742
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Dietary risks,Number,H,186699.8106,249125.2668,94148.8229
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Dietary risks,Percent,H,0.049916318,0.066514534,0.025232252
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Dietary risks,Rate,H,22.52995666,30.06313422,11.36138753
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Low physical activity,Number,H,45671.48799,88749.16087,17541.77315
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Low physical activity,Percent,H,0.012208772,0.023756478,0.004687096
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Low physical activity,Rate,H,5.5113963,10.70978456,2.116849436
DALYs (Disability-Adjusted Life Years),1995,Both,All ages,Metabolic risks,Rate,G,14.39038126,27.7047955,4.687882518
DALYs (Disability-Adjusted Life Years),1995,Both,All ages,Dietary risks,Number,G,454543.4781,600589.929,220605.392
DALYs (Disability-Adjusted Life Years),1995,Both,All ages,Dietary risks,Percent,G,0.034403477,0.045241634,0.016618325
DALYs (Disability-Adjusted Life Years),1995,Both,All ages,Dietary risks,Rate,G,7.89779631,10.43538661,3.833068858
DALYs (Disability-Adjusted Life Years),1995,Both,All ages,Low physical activity,Number,G,122741.0495,217166.5337,60472.57789
DALYs (Disability-Adjusted Life Years),1995,Both,All ages,Low physical activity,Percent,G,0.00929034,0.016209313,0.004538553
DALYs (Disability-Adjusted Life Years),1995,Both,All ages,Low physical activity,Rate,G,2.132653651,3.773317913,1.050724794
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Metabolic risks,Number,L,20411.88011,48667.26376,1234.189652
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Metabolic risks,Percent,L,0.029751825,0.07032907,0.001659497
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Metabolic risks,Rate,L,3.766012795,8.979160027,0.227709255
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Dietary risks,Number,L,9675.468367,13757.92246,2577.341441
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Dietary risks,Percent,L,0.014118203,0.018683262,0.003745979
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Dietary risks,Rate,L,1.785133827,2.53835079,0.475522136
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Low physical activity,Number,L,4227.128136,7674.892964,2322.423641
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Low physical activity,Percent,L,0.006169266,0.010873375,0.003538378
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Low physical activity,Rate,L,0.779909472,1.416025615,0.428489541
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Tobacco,Number,M,132250.4832,207096.5558,54521.66498
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Tobacco,Percent,M,0.051191405,0.078113273,0.021459569
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Tobacco,Rate,M,7.576426746,11.86424311,3.123462317
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Alcohol use,Number,M,61724.21332,74964.89517,48131.41799
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Alcohol use,Percent,M,0.02391425,0.029047162,0.018699588
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Alcohol use,Rate,M,3.536085231,4.294623527,2.757374897
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Metabolic risks,Number,M,148828.9202,293599.3088,46184.21772
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Metabolic risks,Percent,M,0.057606685,0.114222412,0.018336108
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Metabolic risks,Rate,M,8.526179895,16.81985276,2.645822789
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Dietary risks,Number,M,58028.45087,78608.42611,20675.85469
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Dietary risks,Percent,M,0.022471175,0.029633709,0.0080276
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Dietary risks,Rate,M,3.324360686,4.50335581,1.18448791
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Low physical activity,Number,M,18477.70358,32504.38247,10022.60922
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Low physical activity,Percent,M,0.007162572,0.012322839,0.003902018
DALYs (Disability-Adjusted Life Years),1991,Both,All ages,Low physical activity,Rate,M,1.058559214,1.862126071,0.574179865
DALYs (Disability-Adjusted Life Years),1996,Both,All ages,Metabolic risks,Rate,G,14.51239667,27.96185673,4.748899701
DALYs (Disability-Adjusted Life Years),1996,Both,All ages,Dietary risks,Number,G,456419.312,602991.5493,218275.2292
DALYs (Disability-Adjusted Life Years),1996,Both,All ages,Dietary risks,Percent,G,0.034031758,0.044624188,0.016486745
DALYs (Disability-Adjusted Life Years),1996,Both,All ages,Dietary risks,Rate,G,7.820724481,10.3322332,3.740136281
DALYs (Disability-Adjusted Life Years),1996,Both,All ages,Low physical activity,Number,G,124727.0092,218619.8083,61222.77577
DALYs (Disability-Adjusted Life Years),1996,Both,All ages,Low physical activity,Percent,G,0.009298274,0.016151692,0.004553647
DALYs (Disability-Adjusted Life Years),1996,Both,All ages,Low physical activity,Rate,G,2.13719172,3.746040629,1.049049522
DALYs (Disability-Adjusted Life Years),1993,Both,All ages,Metabolic risks,Rate,G,14.34289634,27.55213026,4.759432947
DALYs (Disability-Adjusted Life Years),1993,Both,All ages,Dietary risks,Number,G,438328.9283,577187.8265,212875.0802
DALYs (Disability-Adjusted Life Years),1993,Both,All ages,Dietary risks,Percent,G,0.034772854,0.045751198,0.017014973
DALYs (Disability-Adjusted Life Years),1993,Both,All ages,Dietary risks,Rate,G,7.834345928,10.31620048,3.804761471
DALYs (Disability-Adjusted Life Years),1993,Both,All ages,Low physical activity,Number,G,117373.1509,209163.2831,56817.60845
DALYs (Disability-Adjusted Life Years),1993,Both,All ages,Low physical activity,Percent,G,0.009308739,0.016410142,0.004546026
DALYs (Disability-Adjusted Life Years),1993,Both,All ages,Low physical activity,Rate,G,2.097835227,3.738419734,1.01551317
DALYs (Disability-Adjusted Life Years),1992,Both,All ages,Tobacco,Number,M,137549.7851,213002.9419,58027.47538
